,account,date,text,compound,positive,neutral,negative
280,CNN,Sun May 06 20:15:06 +0000 2018,"US is waking up to the deadly threat of cyber war, David A. Andelman writes for @CNNOpinion https://t.co/gt78OOAU7K https://t.co/YFKjQ1m0HP",-0.8074,0.0,0.7,0.3
281,CNN,Sun May 06 20:00:05 +0000 2018,Fresh faces offer hope in Lebanon's first election in a decade https://t.co/9ErhWYvRbW https://t.co/Wi9OHcAkJt,0.6369,0.342,0.658,0.0
282,CNN,Sun May 06 19:45:03 +0000 2018,Hawaii eruption destroys 5 homes as toxic gas and molten lava threaten residents https://t.co/jAjdjwHhUq https://t.co/8HHin3TUoY,-0.7351,0.0,0.659,0.341
283,CNN,Sun May 06 19:30:06 +0000 2018,Three Palestinians killed by Israeli forces at Gaza border https://t.co/oE5FD4VoUc https://t.co/r0oEsO70aY,-0.6705,0.0,0.69,0.31
284,CNN,Sun May 06 19:15:09 +0000 2018,"House Intelligence Committee Chairman Devin Nunes, in spat with Justice Department, threatens Attorney General Jeff… https://t.co/U7GY2MaCeh",0.5994,0.294,0.588,0.118
285,CNN,Sun May 06 19:00:10 +0000 2018,"For corporate profits, is this as good as it gets? https://t.co/oO7OPNicsY https://t.co/vVcQtV9Ei2",0.7003,0.367,0.633,0.0
286,CNN,Sun May 06 18:44:17 +0000 2018,Would you compromise your religious beliefs to succeed in your career? @WKamauBell talks to #Sikh actor… https://t.co/a76TRkedht,0.4939,0.167,0.833,0.0
287,CNN,Sun May 06 18:30:03 +0000 2018,"Iran warns the US that abandoning nuclear deal would be ""historic mistake"" https://t.co/FWfuTcq04R https://t.co/skDEzge0Ka",-0.6597,0.0,0.632,0.368
288,CNN,Sun May 06 18:15:04 +0000 2018,The quest to build a million Obamas https://t.co/QxZQuh071j https://t.co/MgLGkHQxwN,0.0,0.0,1.0,0.0
289,CNN,Sun May 06 18:00:01 +0000 2018,"Kellyanne Conway, counselor to President Trump, denies that the White House has a credibility crisis… https://t.co/UvtekYJMgO",-0.4215,0.0,0.833,0.167
290,CNN,Sun May 06 17:45:13 +0000 2018,First lady Melania Trump to announce formal platform during Rose Garden ceremony https://t.co/kJPFuZjqEt https://t.co/oqRKwGoEQP,0.0,0.0,1.0,0.0
291,CNN,Sun May 06 17:30:04 +0000 2018,Pakistan's Interior Minister Ahsan Iqbal shot and injured https://t.co/YvPgglFx9K https://t.co/pDU7Bj3Dzh,-0.4019,0.0,0.769,0.231
292,CNN,Sun May 06 17:15:05 +0000 2018,Tinder Fire in Arizona has destroyed 33 homes and is still burning https://t.co/Lhe7S8vR1B https://t.co/KRrkxGVwyr,-0.6808,0.0,0.682,0.318
293,CNN,Sun May 06 17:00:05 +0000 2018,"Mother of Waffle House shooting victim, DeEbony Groves, receives her daughter's college diploma… https://t.co/KVquSykrJr",-0.2732,0.0,0.861,0.139
294,CNN,Sun May 06 16:45:00 +0000 2018,The Duke and Duchess of Cambridge just released this adorable new photograph of Princess Charlotte and Prince Louis… https://t.co/JrK0gqaP1o,0.5789,0.172,0.828,0.0
295,CNN,Sun May 06 16:41:21 +0000 2018,RT @CNNPolitics: Avenatti on Stormy Daniels appearance on NBC’s “Saturday Night Live”: “I don’t think it did any harm for the case whatsoev…,-0.5423,0.0,0.863,0.137
296,CNN,Sun May 06 16:30:08 +0000 2018,Pollen is costing Japan nearly $2 billion a year https://t.co/V6r5xPC72j https://t.co/pi3emhhlDa,0.0,0.0,1.0,0.0
297,CNN,Sun May 06 16:24:22 +0000 2018,"Missouri GOP Sen. Roy Blunt says President Trump's efforts to follow campaign promises are ""more important"" than mi… https://t.co/O77JmT7nhW",0.5709,0.216,0.784,0.0
298,CNN,Sun May 06 16:00:06 +0000 2018,"Rep. Adam Schiff, the top Democrat on the House Intelligence Committee, says he doesn't believe critical comments f… https://t.co/M40hJaPJRZ",0.7061,0.3,0.7,0.0
299,CNN,Sun May 06 15:45:43 +0000 2018,"Over a dozen killed in mosque blast, as violence grips Afghanistan https://t.co/7e4DuQQnOj https://t.co/P5fqPefj2w",-0.8625,0.0,0.538,0.462
300,FoxNews,Mon May 07 09:02:31 +0000 2018,"Patrice Lee Onwuka: ""Parents were overwhelmingly supportive of ensuring young people understand what our nation sta… https://t.co/Pp6HbkuPAt",0.4215,0.217,0.707,0.076
301,FoxNews,Mon May 07 09:00:01 +0000 2018,'This is Unsustainable': Group Pushes for California to Secede from United States https://t.co/CSKm3ADOVD https://t.co/R47bWV3fU8,0.4215,0.177,0.823,0.0
302,FoxNews,Mon May 07 08:51:00 +0000 2018,"On @foxandfriends, @DiamondandSilk called out what they called ""the very fake news, the left-wing media.""… https://t.co/cYvYa9Se46",-0.5256,0.0,0.816,0.184
303,FoxNews,Mon May 07 08:48:00 +0000 2018,"Former AG Michael Mukasey: ""We should see the memo."" https://t.co/HVcePnt0oS",0.0,0.0,1.0,0.0
304,FoxNews,Mon May 07 08:42:00 +0000 2018,"British Airways passengers greeted at airport with live music, whiskey after inaugural flight to Nashville https://t.co/hSh3KU7lWj",0.2732,0.123,0.877,0.0
305,FoxNews,Mon May 07 08:37:54 +0000 2018,Attorney General Jeff Session and Ice Director head to southern border today https://t.co/bCqafvEqmc,0.0,0.0,1.0,0.0
306,FoxNews,Mon May 07 08:37:00 +0000 2018,".@GOPLeader: ""@NancyPelosi will not be Speaker. Republicans will keep the majority."" https://t.co/5ifSehJW7R",0.0,0.0,1.0,0.0
307,FoxNews,Mon May 07 08:30:00 +0000 2018,Rosie O'Donnell's donations to Dems exceeded limit: report https://t.co/5UkN5g7tgW,0.0,0.0,1.0,0.0
308,FoxNews,Mon May 07 08:25:00 +0000 2018,John Cena and Nikki Bella share inspirational posts with fans on what would have been their wedding day https://t.co/2kp26xzVfC,0.6705,0.244,0.756,0.0
309,FoxNews,Mon May 07 08:24:36 +0000 2018,"Mike Baker: ""If it was any other administration that had chosen Gina Haspel, I think they would be praised for a ro… https://t.co/gn1zHvQXXL",0.4939,0.138,0.862,0.0
310,FoxNews,Mon May 07 08:19:00 +0000 2018,".@Dennis_Kucinich: ""Both party establishments are locked into yesterday."" https://t.co/XKfO2RSbpN",0.4019,0.252,0.748,0.0
311,FoxNews,Mon May 07 08:15:00 +0000 2018,"On @foxandfriends, @realCandaceO made clear she has no time to be PC. https://t.co/5vdRMF49NM https://t.co/0Bzx8TVErq",0.1027,0.155,0.714,0.131
312,FoxNews,Mon May 07 08:12:58 +0000 2018,.@VP Mike Pence to discuss Iran nuclear deal with U.K. https://t.co/0vmPuLIcvd,0.0,0.0,1.0,0.0
313,FoxNews,Mon May 07 08:09:14 +0000 2018,"Hawaii's volcanic eruption has destroyed at least 26 homes, forced thousands to evacuate https://t.co/PY9KqEdcwi https://t.co/dciNemGuGN",-0.7351,0.0,0.677,0.323
314,FoxNews,Mon May 07 08:06:27 +0000 2018,Florida deputy in critical condition after being shot responding to reported dispute https://t.co/V77ZTRXszI https://t.co/Crgm8xm4MD,-0.6124,0.0,0.706,0.294
315,FoxNews,Mon May 07 08:00:00 +0000 2018,World War II veteran graduates college. https://t.co/HPfKUUpUOU,-0.5994,0.0,0.606,0.394
316,FoxNews,Mon May 07 07:50:00 +0000 2018,".@DiamondandSilk: ""People are tired of the very fake news, the left-wing media, spreading lies. I mean, deliberatel… https://t.co/IgebpmClD7",-0.8439,0.0,0.606,0.394
317,FoxNews,Mon May 07 07:45:00 +0000 2018,".@RealCandaceO: “I blame Obama, his 8 years in office did a lot of damage in terms of race relations in this countr… https://t.co/ChBVWoppcM",-0.6808,0.0,0.772,0.228
318,FoxNews,Mon May 07 07:40:00 +0000 2018,"Rudy Giuliani on Mueller probe: ""The only crimes committed here have been committed by the government.""… https://t.co/MDBkoKOH6v",0.4939,0.219,0.781,0.0
319,FoxNews,Mon May 07 07:34:00 +0000 2018,"Former AG Michael Mukasey: ""This investigation was launched initially in a flawed way."" https://t.co/jOOxDmPWKc",0.128,0.111,0.889,0.0
320,FoxNews,Mon May 07 09:02:31 +0000 2018,"Patrice Lee Onwuka: ""Parents were overwhelmingly supportive of ensuring young people understand what our nation sta… https://t.co/Pp6HbkuPAt",0.4215,0.217,0.707,0.076
321,FoxNews,Mon May 07 09:00:01 +0000 2018,'This is Unsustainable': Group Pushes for California to Secede from United States https://t.co/CSKm3ADOVD https://t.co/R47bWV3fU8,0.4215,0.177,0.823,0.0
322,FoxNews,Mon May 07 08:51:00 +0000 2018,"On @foxandfriends, @DiamondandSilk called out what they called ""the very fake news, the left-wing media.""… https://t.co/cYvYa9Se46",-0.5256,0.0,0.816,0.184
323,FoxNews,Mon May 07 08:48:00 +0000 2018,"Former AG Michael Mukasey: ""We should see the memo."" https://t.co/HVcePnt0oS",0.0,0.0,1.0,0.0
324,FoxNews,Mon May 07 08:42:00 +0000 2018,"British Airways passengers greeted at airport with live music, whiskey after inaugural flight to Nashville https://t.co/hSh3KU7lWj",0.2732,0.123,0.877,0.0
325,FoxNews,Mon May 07 08:37:54 +0000 2018,Attorney General Jeff Session and Ice Director head to southern border today https://t.co/bCqafvEqmc,0.0,0.0,1.0,0.0
326,FoxNews,Mon May 07 08:37:00 +0000 2018,".@GOPLeader: ""@NancyPelosi will not be Speaker. Republicans will keep the majority."" https://t.co/5ifSehJW7R",0.0,0.0,1.0,0.0
327,FoxNews,Mon May 07 08:30:00 +0000 2018,Rosie O'Donnell's donations to Dems exceeded limit: report https://t.co/5UkN5g7tgW,0.0,0.0,1.0,0.0
328,FoxNews,Mon May 07 08:25:00 +0000 2018,John Cena and Nikki Bella share inspirational posts with fans on what would have been their wedding day https://t.co/2kp26xzVfC,0.6705,0.244,0.756,0.0
329,FoxNews,Mon May 07 08:24:36 +0000 2018,"Mike Baker: ""If it was any other administration that had chosen Gina Haspel, I think they would be praised for a ro… https://t.co/gn1zHvQXXL",0.4939,0.138,0.862,0.0
330,FoxNews,Mon May 07 08:19:00 +0000 2018,".@Dennis_Kucinich: ""Both party establishments are locked into yesterday."" https://t.co/XKfO2RSbpN",0.4019,0.252,0.748,0.0
331,FoxNews,Mon May 07 08:15:00 +0000 2018,"On @foxandfriends, @realCandaceO made clear she has no time to be PC. https://t.co/5vdRMF49NM https://t.co/0Bzx8TVErq",0.1027,0.155,0.714,0.131
332,FoxNews,Mon May 07 08:12:58 +0000 2018,.@VP Mike Pence to discuss Iran nuclear deal with U.K. https://t.co/0vmPuLIcvd,0.0,0.0,1.0,0.0
333,FoxNews,Mon May 07 08:09:14 +0000 2018,"Hawaii's volcanic eruption has destroyed at least 26 homes, forced thousands to evacuate https://t.co/PY9KqEdcwi https://t.co/dciNemGuGN",-0.7351,0.0,0.677,0.323
334,FoxNews,Mon May 07 08:06:27 +0000 2018,Florida deputy in critical condition after being shot responding to reported dispute https://t.co/V77ZTRXszI https://t.co/Crgm8xm4MD,-0.6124,0.0,0.706,0.294
335,FoxNews,Mon May 07 08:00:00 +0000 2018,World War II veteran graduates college. https://t.co/HPfKUUpUOU,-0.5994,0.0,0.606,0.394
336,FoxNews,Mon May 07 07:50:00 +0000 2018,".@DiamondandSilk: ""People are tired of the very fake news, the left-wing media, spreading lies. I mean, deliberatel… https://t.co/IgebpmClD7",-0.8439,0.0,0.606,0.394
337,FoxNews,Mon May 07 07:45:00 +0000 2018,".@RealCandaceO: “I blame Obama, his 8 years in office did a lot of damage in terms of race relations in this countr… https://t.co/ChBVWoppcM",-0.6808,0.0,0.772,0.228
338,FoxNews,Mon May 07 07:40:00 +0000 2018,"Rudy Giuliani on Mueller probe: ""The only crimes committed here have been committed by the government.""… https://t.co/MDBkoKOH6v",0.4939,0.219,0.781,0.0
339,FoxNews,Mon May 07 07:34:00 +0000 2018,"Former AG Michael Mukasey: ""This investigation was launched initially in a flawed way."" https://t.co/jOOxDmPWKc",0.128,0.111,0.889,0.0
340,FoxNews,Mon May 07 07:29:00 +0000 2018,Deployed military unit surprises soldier’s daughter with cheer routine https://t.co/P0DCw9MCJc,0.6369,0.394,0.606,0.0
341,FoxNews,Mon May 07 07:24:00 +0000 2018,".@dbongino: ""I would never want a Republican to do to a Democrat what they're doing to @realDonaldTrump now."" https://t.co/pQMFO65Ohp",-0.0572,0.0,0.929,0.071
342,FoxNews,Mon May 07 07:19:00 +0000 2018,Dallas restaurant's gun regulation message sparks controversy with @NRA https://t.co/VNemsX1oWw,-0.34,0.0,0.789,0.211
343,FoxNews,Mon May 07 07:14:00 +0000 2018,"After a young giraffe was rejected by her mother, she has learned how to stand on her own feet, South Australia’s M… https://t.co/R7aLpdWhD5",-0.5106,0.0,0.864,0.136
344,FoxNews,Mon May 07 07:09:00 +0000 2018,"On @foxandfriends, Congressman @SteveScalise discussed the midterm elections, stating that Republicans have ""the ec… https://t.co/L23mceoSJC",0.0,0.0,1.0,0.0
345,FoxNews,Mon May 07 07:04:00 +0000 2018,"Rudy Giuliani: ""Attorney General Sessions should step up and dismiss this entire investigation."" https://t.co/JRPHb4xPiL",0.0,0.0,1.0,0.0
346,FoxNews,Mon May 07 07:00:01 +0000 2018,"An adventurer in Canada set sail down a driveway as high winds and severe thunderstorms swept across Ontario, Canad… https://t.co/ugakOIY4xW",-0.1027,0.101,0.78,0.119
347,FoxNews,Mon May 07 06:55:00 +0000 2018,New York doctor pleads guilty in fatal abortion https://t.co/gt25hGx4Mn,-0.743,0.0,0.526,0.474
348,FoxNews,Mon May 07 06:50:00 +0000 2018,".@dbongino: ""Bob Mueller is effectively the most powerful person in the world right now because the Constitution is… https://t.co/d0t0MgPYri",0.7178,0.261,0.739,0.0
349,FoxNews,Mon May 07 06:45:00 +0000 2018,Lady Antebellum botches part of national anthem at @NHL playoff game https://t.co/DFXzeHnzh1 https://t.co/uLMmkA9xLU,0.0,0.0,1.0,0.0
350,FoxNews,Mon May 07 06:39:00 +0000 2018,".@michaeljknowles: ""Illegal immigration is illegal... We know that 60 - 80% of women and girls who cross the border… https://t.co/TOiK1Xgn2d",-0.5574,0.0,0.833,0.167
351,FoxNews,Mon May 07 06:35:00 +0000 2018,".@SebGorka on @HillaryClinton: ""She's a disaster– that's why she lost."" @GregGutfeldShow https://t.co/YgDyttc3Wb",0.0,0.0,1.0,0.0
352,FoxNews,Mon May 07 06:30:00 +0000 2018,Comedian sorry for 'edgy joke' hoping Warriors star 'gets shot in the face' https://t.co/pwY0HQmtxn,0.743,0.402,0.529,0.069
353,FoxNews,Mon May 07 06:25:00 +0000 2018,"Joe diGenova: ""[Mueller is] investigating to impeach. That is an unconstitutional position for him to be in."" https://t.co/AD0Hiwo5oP",0.0,0.0,1.0,0.0
354,FoxNews,Mon May 07 06:20:00 +0000 2018,Woman's $18 bet on Kentucky Derby day wins $1.2 million https://t.co/uI0UwQ4AKH,0.5719,0.27,0.73,0.0
355,FoxNews,Mon May 07 06:15:00 +0000 2018,"Dramatic video shows inside the evacuated Leilani Estates, where lava erupting from Hawaii's powerful Kilauea volca… https://t.co/OjmRTQaJgQ",0.4215,0.149,0.851,0.0
356,FoxNews,Mon May 07 06:10:00 +0000 2018,Illinois counties form 'sanctuaries' for gun owners to thwart state's push for gun control https://t.co/y4MUKGg95l,-0.5859,0.0,0.73,0.27
357,FoxNews,Mon May 07 06:05:00 +0000 2018,.@DevinNunes: “We have to move quickly to hold the Attorney General of the United States in contempt and that’s wha… https://t.co/6l3snqqH9L,-0.25,0.109,0.742,0.148
358,FoxNews,Mon May 07 06:00:00 +0000 2018,Ken Jeong stopped a live show to provide medical attention to an audience member https://t.co/4Rz8AFTwCK,-0.2263,0.0,0.872,0.128
359,FoxNews,Mon May 07 05:55:00 +0000 2018,".@dbongino on special counsel investigation: ""This has been a witch hunt from the start."" https://t.co/TZ4QJu27tG",0.0516,0.157,0.698,0.145
360,FoxNews,Mon May 07 05:50:00 +0000 2018,People react to #MeghanMarkle and Prince Harry postponing their royal honeymoon https://t.co/0DjJ2FzbSX,-0.128,0.0,0.88,0.12
361,FoxNews,Mon May 07 05:45:00 +0000 2018,"Joe diGenova on Mueller investigation: ""They're investigating a person, not a crime, and in so doing it is the most… https://t.co/sMLYBa9ijW",0.431,0.137,0.863,0.0
362,FoxNews,Mon May 07 05:40:00 +0000 2018,"On ""Life, Liberty &amp; Levin,"" @dbongino claimed Democrats are not only setting up a ""path for impeachment, they're al… https://t.co/htIXVASv1X",0.5267,0.159,0.841,0.0
363,FoxNews,Mon May 07 05:34:00 +0000 2018,".@JudgeJeanine: ""It's time to end the Mueller, @Comey, Rosenstein cabal for once and for all.""… https://t.co/Abe8pCpJcE",0.0,0.0,1.0,0.0
364,FoxNews,Mon May 07 05:30:00 +0000 2018,".@RealCandaceO: ""For so long black conservatives have not been able to have a voice."" https://t.co/voMeZnbpcf",0.0,0.0,1.0,0.0
365,FoxNews,Mon May 07 05:25:00 +0000 2018,50 live crocodiles seized at Heathrow Airport https://t.co/GutFrZ0s5F,0.0,0.0,1.0,0.0
366,FoxNews,Mon May 07 05:20:00 +0000 2018,".@KatrinaPierson: ""I do think a lot of people are shocked to see just how 'in your face' that a lot of these agenci… https://t.co/hzZGyNSq3x",-0.3182,0.0,0.901,0.099
367,FoxNews,Mon May 07 05:15:00 +0000 2018,.@NHL warns Bruins' Brad Marchand to stop licking opponents https://t.co/jrgwoeWDCR https://t.co/YdXyRQ3cSt,-0.3818,0.0,0.714,0.286
368,FoxNews,Mon May 07 05:10:00 +0000 2018,".@GOPLeader: ""There was no collusion."" #SundayFutures @MariaBartiromo https://t.co/RyjSAYLU8k",-0.296,0.0,0.761,0.239
369,FoxNews,Mon May 07 05:05:00 +0000 2018,"College football player who died in Mexico was murdered, family says https://t.co/S6jJAmt7sG",-0.8402,0.0,0.556,0.444
370,FoxNews,Mon May 07 05:00:00 +0000 2018,".@dbongino: ""I think the entire Mueller operation...is a smoke screen to keep the attention on @realDonaldTrump and… https://t.co/2mHsK2pTND",0.0,0.0,1.0,0.0
371,FoxNews,Mon May 07 04:55:00 +0000 2018,".@Reince: ""I was the Chief of Stuff. @POTUS is the Chief of Staff."" https://t.co/k1Tv8pLYBb",0.0,0.0,1.0,0.0
372,FoxNews,Mon May 07 04:50:00 +0000 2018,.@SteveScalise: “We worked very hard with President Trump to get this economy moving again after 8 years of Barack… https://t.co/OWQqT1ssRx,-0.1761,0.0,0.914,0.086
373,FoxNews,Mon May 07 04:44:00 +0000 2018,"Poll average: @POTUS approval rating, now vs. December. https://t.co/KeqVbq5q6A",0.4767,0.279,0.721,0.0
374,FoxNews,Mon May 07 04:42:00 +0000 2018,"Dems: Remove ""In God We Trust"" from schools. https://t.co/sKFmkIriUH https://t.co/gt7snBtOan",0.6597,0.403,0.597,0.0
375,FoxNews,Mon May 07 04:38:00 +0000 2018,.@WhiteHouse says Gina Haspel CIA nomination ‘won’t be derailed by partisan critics’ after reports she offered to w… https://t.co/Z4B4FuAjEe,-0.34,0.0,0.882,0.118
376,FoxNews,Mon May 07 04:34:00 +0000 2018,"On Twitter, @DineshDSouza weighed in on a report that liberal comedian and inveterate @realDonaldTrump adversary… https://t.co/gmy5soKc3m",0.3818,0.157,0.843,0.0
377,FoxNews,Mon May 07 04:30:00 +0000 2018,"Joe diGenova on Manafort raid: ""Bob Mueller should be ashamed of himself to allow that to happen on his watch.""… https://t.co/zsg2wqF0F7",-0.296,0.079,0.792,0.129
378,FoxNews,Mon May 07 04:25:00 +0000 2018,.@SebGorka on the Iran deal: “As far as I’m concerned… the deal is dead.” https://t.co/CqD5AHWL7I,0.0,0.0,1.0,0.0
379,FoxNews,Mon May 07 04:20:00 +0000 2018,"Hawaii's volcanic eruption has destroyed at least 26 homes, officials say https://t.co/PY9KqEuNnQ",-0.4939,0.0,0.775,0.225
380,FoxNews,Mon May 07 04:15:00 +0000 2018,".@RLHeinrichs: ""This is about, for John Kerry, preserving a legacy. It is not about pursuing U.S. national interest… https://t.co/8DEAzaHZWt",0.0,0.0,1.0,0.0
381,FoxNews,Mon May 07 04:10:00 +0000 2018,"More than 60 years after last attending class, Bob Barger, a 96-year-old World War II veteran, received his college… https://t.co/zVDzJBqD4q",-0.5994,0.0,0.822,0.178
382,FoxNews,Mon May 07 04:05:00 +0000 2018,".@RepGallagher: ""Term limits are a way of getting us back to that model of the citizen legislator that the framers… https://t.co/Uq2yoPOl1g",0.0,0.0,1.0,0.0
383,FoxNews,Mon May 07 04:01:00 +0000 2018,A nine-year-old passes the American flag while carrying an airsoft gun in a holster at an open carry firearm rally… https://t.co/Ts3p5Ny4VE,-0.34,0.0,0.882,0.118
384,FoxNews,Mon May 07 03:49:00 +0000 2018,".@POTUS: ""If you don't have borders, you don't have a country."" https://t.co/aiUOyRGXkV",0.0,0.0,1.0,0.0
385,FoxNews,Mon May 07 03:49:00 +0000 2018,"On @foxandfriends, @RealCandaceO blamed former President @BarackObama and others in the Democratic Party for racial… https://t.co/Q1qhKzfJE5",-0.1027,0.136,0.707,0.157
386,FoxNews,Mon May 07 03:42:00 +0000 2018,".@SebGorka: ""I just want to know now after this report came out about Kerry colluding - this is collusion, this is… https://t.co/Z6mHR453fV",-0.2263,0.058,0.844,0.098
387,FoxNews,Mon May 07 03:40:00 +0000 2018,'This is Unsustainable': Group Pushes for California to Secede from United States https://t.co/CSKm3ADOVD https://t.co/O5DfLLZ4ck,0.4215,0.177,0.823,0.0
388,FoxNews,Mon May 07 03:38:00 +0000 2018,"Earlier today, @FLOTUS Melania Trump revealed that tomorrow she'll make a major announcement at The @WhiteHouse. https://t.co/W4C4eAJPbm",0.0,0.0,1.0,0.0
389,FoxNews,Mon May 07 03:33:00 +0000 2018,".@GOPLeader: ""Not only did [Iran] get billions of dollars, they spent that money fostering terrorism around the wor… https://t.co/VHdJ15uABj",-0.6808,0.0,0.796,0.204
390,FoxNews,Mon May 07 03:31:00 +0000 2018,"Joe diGenova: ""The president will not sit down for an interview because this investigation has now reached the leve… https://t.co/uMIFjaR2Vz",0.1027,0.069,0.931,0.0
391,FoxNews,Mon May 07 03:21:00 +0000 2018,World War II veteran graduates college. https://t.co/Zwejahyct0,-0.5994,0.0,0.606,0.394
392,FoxNews,Mon May 07 03:15:00 +0000 2018,".@JoeLieberman on @JohnKerry: ""What he's doing is inappropriate."" https://t.co/R6emtwrlow",0.0,0.0,1.0,0.0
393,FoxNews,Mon May 07 03:11:00 +0000 2018,"On @foxandfriends, @DiamondandSilk called out what they called ""the very fake news, the left-wing media.""… https://t.co/krvUShHEJU",-0.5256,0.0,0.816,0.184
394,FoxNews,Mon May 07 03:07:00 +0000 2018,".@MariaBaritiromo: ""China has been stealing from America for years on years. We have not pushed back on it."" https://t.co/EGf81fT5CD",-0.5719,0.0,0.829,0.171
395,FoxNews,Mon May 07 03:06:20 +0000 2018,".@dbongino: ""Mueller's sole purpose right now is to run a smoke screen while investigating Donald #Trump to protect… https://t.co/F1AjiDo32g",0.0,0.0,1.0,0.0
396,FoxNews,Mon May 07 03:03:00 +0000 2018,"Don Gorske, the Big Mac Man: ""When I bit into that first Big Mac, it was just so good, and I just knew I was going… https://t.co/2qMnInraUP",0.5777,0.14,0.86,0.0
397,FoxNews,Mon May 07 02:58:23 +0000 2018,"Joe diGenova: ""The only thing that President @realDonaldTrump did wrong in firing @Comey was that he didn't do it I… https://t.co/y7leAIKu3m",-0.6705,0.0,0.776,0.224
398,FoxNews,Mon May 07 02:53:03 +0000 2018,".@dbongino: ""I would never want a Republican to do to a Democrat what they're doing to @realDonaldTrump now."" https://t.co/0c9zShuWTj",-0.0572,0.0,0.929,0.071
399,FoxNews,Mon May 07 02:49:21 +0000 2018,"Joe diGenova on Mueller investigation: ""They're investigating a person, not a crime, and in so doing it is the most… https://t.co/sKWtIhGQyZ",0.431,0.137,0.863,0.0
400,nytimes,Mon May 07 09:01:45 +0000 2018,He arrived at the Supreme Court last year with a reputation as a fine writer. He promptly lost it. https://t.co/vl5H3XTGk6,0.4767,0.238,0.661,0.101
401,nytimes,Mon May 07 08:45:05 +0000 2018,"When New Zealand disappeared from world maps, its prime minister found a tourism campaign https://t.co/erKknuIdBi",-0.2263,0.0,0.872,0.128
402,nytimes,Mon May 07 08:35:03 +0000 2018,"Europeans are about to gain new rights over companies that hold their data. Here's what will, and won't, change. https://t.co/JxDR2MecOF",0.5267,0.152,0.848,0.0
403,nytimes,Mon May 07 08:25:23 +0000 2018,"In the student uprisings of Paris 1968, printed posters were used in a fashion similar to social media today https://t.co/mEfXWdfdHd",0.0,0.0,1.0,0.0
404,nytimes,Mon May 07 08:17:10 +0000 2018,"If you only use a few emoji characters, you can create text shortcuts for them and disable the emoji keyboard https://t.co/v1S7TlUbEG",0.2732,0.1,0.9,0.0
405,nytimes,Mon May 07 08:00:15 +0000 2018,Something to think about next time you see mold growing on strawberries that you left in your fridge for too long https://t.co/gO2boowlDA,0.1779,0.075,0.925,0.0
406,nytimes,Mon May 07 07:43:18 +0000 2018,“We still don’t tell accurate history of our country and we still don’t frame that the United States is a country b… https://t.co/z6VwA48uct,0.4215,0.118,0.882,0.0
407,nytimes,Mon May 07 07:26:24 +0000 2018,This isn't creepy at all... https://t.co/m0YYt0vEG0,0.0,0.0,1.0,0.0
408,nytimes,Mon May 07 07:09:39 +0000 2018,"Some of the most intriguing relics of Sofia, Bulgaria's tangled past are lurking just below the sidewalk https://t.co/M7DqCPEAC9",-0.128,0.0,0.919,0.081
409,nytimes,Mon May 07 06:52:52 +0000 2018,"Pointing at his face, Carrot Top says with a grimace: “Thank you for looking at this.” Then he waits a beat, lookin… https://t.co/FrDCjWP4ol",-0.0516,0.079,0.833,0.088
410,nytimes,Mon May 07 06:35:46 +0000 2018,"In Sri Lanka, some worry that a major Buddhist holiday is becoming as commercial as Christmas. ""This shouldn’t beco… https://t.co/82XFzd0Cp0",-0.0516,0.119,0.752,0.128
411,nytimes,Mon May 07 06:19:10 +0000 2018,“There is something irresistible about being in the middle of a place — a street — where you’re normally not allowe… https://t.co/y5bhQIXTFG,0.34,0.124,0.876,0.0
412,nytimes,Mon May 07 06:02:33 +0000 2018,1 in 5 highly engaged employees is at risk of burnout. “Quite honestly in America we glorify stress.” https://t.co/k4etJrtaVe,0.8221,0.391,0.524,0.085
413,nytimes,Mon May 07 05:46:08 +0000 2018,The quality of those flamboyantly-bottled extra añejo tequilas doesn’t always measure up to the expense and hype https://t.co/KeNOaTkHbI,0.0,0.0,1.0,0.0
414,nytimes,Mon May 07 05:29:33 +0000 2018,"Tim Kane would seem to have the right stuff to be a GOP candidate for Congress in any other year. But in 2018, he s… https://t.co/EK8YYhoUkf",0.0,0.0,1.0,0.0
415,nytimes,Mon May 07 05:13:16 +0000 2018,"In an industry where cheap labor is an essential component in providing inexpensive food, a shortage of workers is… https://t.co/vXsgQyjlDP",-0.25,0.0,0.9,0.1
416,nytimes,Mon May 07 04:56:50 +0000 2018,"With our cultural obsession for contouring and strobing, many popular products are anything but subtle https://t.co/I3oGDq0v5c",0.0516,0.108,0.795,0.097
417,nytimes,Mon May 07 04:39:53 +0000 2018,"RT @MujMash: We followed a boy and his parrot - 
to tell the story of displacement from an Afghan province where 1 in every 3 people is eit…",0.0,0.0,1.0,0.0
418,nytimes,Mon May 07 04:23:25 +0000 2018,Feeling Burned Out? Here Are 3 Things That Can Help https://t.co/WxUrUfomdk,0.4939,0.344,0.656,0.0
419,nytimes,Mon May 07 04:21:45 +0000 2018,"When you think of rhubarb you probably think of strawberry-rhubarb pie, a quintessential spring dessert, but what a… https://t.co/rMToSE3MaQ",0.0,0.0,1.0,0.0
420,nytimes,Mon May 07 09:01:45 +0000 2018,He arrived at the Supreme Court last year with a reputation as a fine writer. He promptly lost it. https://t.co/vl5H3XTGk6,0.4767,0.238,0.661,0.101
421,nytimes,Mon May 07 08:45:05 +0000 2018,"When New Zealand disappeared from world maps, its prime minister found a tourism campaign https://t.co/erKknuIdBi",-0.2263,0.0,0.872,0.128
